pod,timestamp,value
eric-bss-cil-database-cd-cil1-rack1-0,1669204097.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204097.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204097.286,0.001955666
eric-bss-cil-database-cd-cil1-rack4-0,1669204097.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204104.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204104.286,0.008409007
eric-bss-cil-database-cd-cil1-rack3-0,1669204104.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204104.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204111.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204111.286,0.008409007
eric-bss-cil-database-cd-cil1-rack3-0,1669204111.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204111.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204118.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204118.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204118.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204118.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204125.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204125.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204125.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204125.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204132.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204132.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204132.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204132.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204139.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204139.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204139.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204139.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204146.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204146.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204146.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204146.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204153.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204153.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204153.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204153.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204160.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204160.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204160.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204160.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204167.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204167.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204167.286,0.001629722
eric-bss-cil-database-cd-cil1-rack4-0,1669204167.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204174.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204174.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204174.286,0.004866323
eric-bss-cil-database-cd-cil1-rack4-0,1669204174.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204181.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204181.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204181.286,0.004866323
eric-bss-cil-database-cd-cil1-rack4-0,1669204181.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204188.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204188.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204188.286,0.004866323
eric-bss-cil-database-cd-cil1-rack4-0,1669204188.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204195.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204195.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204195.286,0.004866323
eric-bss-cil-database-cd-cil1-rack4-0,1669204195.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204202.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204202.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204202.286,0.004866323
eric-bss-cil-database-cd-cil1-rack4-0,1669204202.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204209.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204209.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204209.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204209.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204216.286,0.03615719
eric-bss-cil-database-cd-cil1-rack2-0,1669204216.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204216.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204216.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204223.286,0.03615719
eric-bss-cil-database-cd-cil1-rack2-0,1669204223.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204223.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204223.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204230.286,0.03615719
eric-bss-cil-database-cd-cil1-rack2-0,1669204230.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204230.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204230.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204237.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204237.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204237.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204237.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204244.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204244.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204244.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204244.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204251.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204251.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204251.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204251.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204258.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204258.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204258.286,0.010090808
eric-bss-cil-database-cd-cil1-rack4-0,1669204258.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204265.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204265.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204265.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204265.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204272.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204272.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204272.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204272.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204279.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204279.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204279.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204279.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204286.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204286.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204286.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204286.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204293.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204293.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204293.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204293.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204300.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204300.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204300.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204300.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204307.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204307.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204307.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204307.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204314.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204314.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204314.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204314.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204321.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204321.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204321.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204321.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204328.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204328.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204328.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204328.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204335.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204335.286,0.01210897
eric-bss-cil-database-cd-cil1-rack3-0,1669204335.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204335.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204342.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204342.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204342.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204342.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204349.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204349.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204349.286,0.003379391
eric-bss-cil-database-cd-cil1-rack4-0,1669204349.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204356.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204356.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204356.286,0.002816159
eric-bss-cil-database-cd-cil1-rack4-0,1669204356.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204363.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204363.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204363.286,0.002816159
eric-bss-cil-database-cd-cil1-rack4-0,1669204363.286,0.010090808
eric-bss-cil-database-cd-cil1-rack1-0,1669204370.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204370.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204370.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204370.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204377.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204377.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204377.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204377.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204384.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204384.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204384.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204384.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204391.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204391.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204391.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204391.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204398.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204398.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204398.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204398.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204405.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204405.286,0.010090808
eric-bss-cil-database-cd-cil1-rack3-0,1669204405.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204405.286,0.008409007
eric-bss-cil-database-cd-cil1-rack1-0,1669204412.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204412.286,0.010090808
eric-bss-cil-database-cd-cil1-rack3-0,1669204412.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204412.286,0.004866323
eric-bss-cil-database-cd-cil1-rack1-0,1669204419.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204419.286,0.010090808
eric-bss-cil-database-cd-cil1-rack3-0,1669204419.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204419.286,0.004866323
eric-bss-cil-database-cd-cil1-rack1-0,1669204426.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204426.286,0.010090808
eric-bss-cil-database-cd-cil1-rack3-0,1669204426.286,0.008409007
eric-bss-cil-database-cd-cil1-rack4-0,1669204426.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204433.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204433.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204433.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204433.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204440.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204440.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204440.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204440.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204447.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204447.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204447.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204447.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204454.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204454.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204454.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204454.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204461.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204461.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204461.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204461.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204468.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204468.286,0.003379391
eric-bss-cil-database-cd-cil1-rack3-0,1669204468.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204468.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204475.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204475.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204475.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204475.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204482.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204482.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204482.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204482.286,0.005839588
eric-bss-cil-database-cd-cil1-rack1-0,1669204489.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204489.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204489.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204489.286,0.003379391
eric-bss-cil-database-cd-cil1-rack1-0,1669204496.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204496.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204496.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204496.286,0.003379391
eric-bss-cil-database-cd-cil1-rack1-0,1669204503.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204503.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204503.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204503.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204510.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204510.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204510.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204510.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204517.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204517.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204517.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204517.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204524.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204524.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204524.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204524.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204531.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204531.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204531.286,0.007007506
eric-bss-cil-database-cd-cil1-rack4-0,1669204531.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204538.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204538.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204538.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204538.286,0.001955666
eric-bss-cil-database-cd-cil1-rack1-0,1669204545.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204545.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204545.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204545.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204552.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204552.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204552.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204552.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204559.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204559.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204559.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204559.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204566.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204566.286,0.001629722
eric-bss-cil-database-cd-cil1-rack3-0,1669204566.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204566.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204573.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204573.286,0.001629722
eric-bss-cil-database-cd-cil1-rack3-0,1669204573.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204573.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204580.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204580.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204580.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204580.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204587.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204587.286,0.002346799
eric-bss-cil-database-cd-cil1-rack3-0,1669204587.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204587.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204594.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204594.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204594.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204594.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204601.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204601.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204601.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204601.286,0.002346799
eric-bss-cil-database-cd-cil1-rack1-0,1669204608.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204608.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204608.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204608.286,0.001131752
eric-bss-cil-database-cd-cil1-rack1-0,1669204615.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204615.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204615.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204615.286,0.001131752
eric-bss-cil-database-cd-cil1-rack1-0,1669204622.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204622.286,0.002816159
eric-bss-cil-database-cd-cil1-rack3-0,1669204622.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204622.286,0.002816159
eric-bss-cil-database-cd-cil1-rack1-0,1669204629.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204629.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204629.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204629.286,0.002816159
eric-bss-cil-database-cd-cil1-rack1-0,1669204636.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204636.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204636.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204636.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204643.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204643.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204643.286,0.002346799
eric-bss-cil-database-cd-cil1-rack4-0,1669204643.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204650.286,0.043388627
eric-bss-cil-database-cd-cil1-rack2-0,1669204650.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204650.286,0.002346799
eric-bss-cil-database-cd-cil1-rack4-0,1669204650.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204657.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204657.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204657.286,0.002816159
eric-bss-cil-database-cd-cil1-rack4-0,1669204657.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204664.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204664.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204664.286,0.002816159
eric-bss-cil-database-cd-cil1-rack4-0,1669204664.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204671.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204671.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204671.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204671.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204678.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204678.286,0.004055269
eric-bss-cil-database-cd-cil1-rack3-0,1669204678.286,0.005839588
eric-bss-cil-database-cd-cil1-rack4-0,1669204678.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204685.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204685.286,0.001629722
eric-bss-cil-database-cd-cil1-rack3-0,1669204685.286,0.002816159
eric-bss-cil-database-cd-cil1-rack4-0,1669204685.286,0.007007506
eric-bss-cil-database-cd-cil1-rack1-0,1669204692.286,0.052066352
eric-bss-cil-database-cd-cil1-rack2-0,1669204692.286,0.001629722
eric-bss-cil-database-cd-cil1-rack3-0,1669204692.286,0.002816159
