operation,client,data,timestamp,value
get,blob,cilrate/blob,1669204398.286,0.008944758827002014
put,blob,cilrate/blob,1669204398.286,NaN
putBatch,blob,cilrate/blob,1669204398.286,0.0076390221708521056
get,blob,cilrate/blob,1669204405.286,0.013931262801452782
put,blob,cilrate/blob,1669204405.286,NaN
putBatch,blob,cilrate/blob,1669204405.286,0.012404860134751772
get,blob,cilrate/blob,1669204412.286,0.013931262801452782
put,blob,cilrate/blob,1669204412.286,NaN
putBatch,blob,cilrate/blob,1669204412.286,0.012404860134751772
get,blob,cilrate/blob,1669204419.286,0.012061407705347832
put,blob,cilrate/blob,1669204419.286,NaN
putBatch,blob,cilrate/blob,1669204419.286,0.010626404608336266
get,blob,cilrate/blob,1669204426.286,0.012061407705347832
put,blob,cilrate/blob,1669204426.286,NaN
putBatch,blob,cilrate/blob,1669204426.286,0.010626404608336266
get,blob,cilrate/blob,1669204433.286,0.007729703060753237
put,blob,cilrate/blob,1669204433.286,NaN
putBatch,blob,cilrate/blob,1669204433.286,0.006412549774268692
get,blob,cilrate/blob,1669204440.286,0.007729703060753237
put,blob,cilrate/blob,1669204440.286,NaN
putBatch,blob,cilrate/blob,1669204440.286,0.006412549774268692
get,blob,cilrate/blob,1669204447.286,0.003858605527106715
put,blob,cilrate/blob,1669204447.286,NaN
putBatch,blob,cilrate/blob,1669204447.286,0.0030178831455505285
get,blob,cilrate/blob,1669204454.286,0.003858605527106715
put,blob,cilrate/blob,1669204454.286,NaN
putBatch,blob,cilrate/blob,1669204454.286,0.0030178831455505285
get,blob,cilrate/blob,1669204461.286,0.003858605527106715
put,blob,cilrate/blob,1669204461.286,NaN
putBatch,blob,cilrate/blob,1669204461.286,0.0030178831455505285
get,blob,cilrate/blob,1669204468.286,0.0027979086201889995
put,blob,cilrate/blob,1669204468.286,NaN
putBatch,blob,cilrate/blob,1669204468.286,0.0020938644530356723
get,blob,cilrate/blob,1669204475.286,0.0027979086201889995
put,blob,cilrate/blob,1669204475.286,NaN
putBatch,blob,cilrate/blob,1669204475.286,0.0020938644530356723
get,blob,cilrate/blob,1669204482.286,0.004446468480211244
put,blob,cilrate/blob,1669204482.286,NaN
putBatch,blob,cilrate/blob,1669204482.286,0.0035012907156559843
get,blob,cilrate/blob,1669204489.286,0.004446468480211244
put,blob,cilrate/blob,1669204489.286,NaN
putBatch,blob,cilrate/blob,1669204489.286,0.0035012907156559843
get,blob,cilrate/blob,1669204496.286,0.00925635491686844
put,blob,cilrate/blob,1669204496.286,NaN
putBatch,blob,cilrate/blob,1669204496.286,0.007768575858448893
get,blob,cilrate/blob,1669204503.286,0.00925635491686844
put,blob,cilrate/blob,1669204503.286,NaN
putBatch,blob,cilrate/blob,1669204503.286,0.007768575858448893
get,blob,cilrate/blob,1669204510.286,0.011844148664968334
put,blob,cilrate/blob,1669204510.286,NaN
putBatch,blob,cilrate/blob,1669204510.286,0.010349572185692898
get,blob,cilrate/blob,1669204517.286,0.011844148664968334
put,blob,cilrate/blob,1669204517.286,NaN
putBatch,blob,cilrate/blob,1669204517.286,0.010349572185692898
get,blob,cilrate/blob,1669204524.286,0.011708420073380816
put,blob,cilrate/blob,1669204524.286,NaN
putBatch,blob,cilrate/blob,1669204524.286,0.01017660148219386
get,blob,cilrate/blob,1669204531.286,0.011708420073380816
put,blob,cilrate/blob,1669204531.286,NaN
putBatch,blob,cilrate/blob,1669204531.286,0.01017660148219386
get,blob,cilrate/blob,1669204538.286,0.006874671605678305
put,blob,cilrate/blob,1669204538.286,NaN
putBatch,blob,cilrate/blob,1669204538.286,0.005689678578042828
get,blob,cilrate/blob,1669204545.286,0.006874671605678305
put,blob,cilrate/blob,1669204545.286,NaN
putBatch,blob,cilrate/blob,1669204545.286,0.005689678578042828
get,blob,cilrate/blob,1669204552.286,0.0037424287210620893
put,blob,cilrate/blob,1669204552.286,NaN
putBatch,blob,cilrate/blob,1669204552.286,0.002940421922764419
get,blob,cilrate/blob,1669204559.286,0.0037424287210620893
put,blob,cilrate/blob,1669204559.286,NaN
putBatch,blob,cilrate/blob,1669204559.286,0.002940421922764419
get,blob,cilrate/blob,1669204566.286,0.0037424287210620893
put,blob,cilrate/blob,1669204566.286,NaN
putBatch,blob,cilrate/blob,1669204566.286,0.002940421922764419
get,blob,cilrate/blob,1669204573.286,0.0022022348791891255
put,blob,cilrate/blob,1669204573.286,NaN
putBatch,blob,cilrate/blob,1669204573.286,0.0017361441244810201
get,blob,cilrate/blob,1669204580.286,0.0022022348791891255
put,blob,cilrate/blob,1669204580.286,NaN
putBatch,blob,cilrate/blob,1669204580.286,0.0017361441244810201
get,blob,cilrate/blob,1669204587.286,0.0030308419642637884
put,blob,cilrate/blob,1669204587.286,NaN
putBatch,blob,cilrate/blob,1669204587.286,0.002413330474772634
get,blob,cilrate/blob,1669204594.286,0.0030308419642637884
put,blob,cilrate/blob,1669204594.286,NaN
putBatch,blob,cilrate/blob,1669204594.286,0.002413330474772634
get,blob,cilrate/blob,1669204601.286,0.007855488403445542
put,blob,cilrate/blob,1669204601.286,NaN
putBatch,blob,cilrate/blob,1669204601.286,0.006550505702117567
get,blob,cilrate/blob,1669204608.286,0.007855488403445542
put,blob,cilrate/blob,1669204608.286,NaN
putBatch,blob,cilrate/blob,1669204608.286,0.006550505702117567
get,blob,cilrate/blob,1669204615.286,0.015238997820396928
put,blob,cilrate/blob,1669204615.286,NaN
putBatch,blob,cilrate/blob,1669204615.286,0.013237274612400343
get,blob,cilrate/blob,1669204622.286,0.015238997820396928
put,blob,cilrate/blob,1669204622.286,NaN
putBatch,blob,cilrate/blob,1669204622.286,0.013237274612400343
get,blob,cilrate/blob,1669204629.286,0.019191196175147647
put,blob,cilrate/blob,1669204629.286,NaN
putBatch,blob,cilrate/blob,1669204629.286,0.01752484741248674
get,blob,cilrate/blob,1669204636.286,0.019191196175147647
put,blob,cilrate/blob,1669204636.286,NaN
putBatch,blob,cilrate/blob,1669204636.286,0.01752484741248674
get,blob,cilrate/blob,1669204643.286,0.012407998350956264
put,blob,cilrate/blob,1669204643.286,NaN
putBatch,blob,cilrate/blob,1669204643.286,0.010788454802318635
get,blob,cilrate/blob,1669204650.286,0.012407998350956264
put,blob,cilrate/blob,1669204650.286,NaN
putBatch,blob,cilrate/blob,1669204650.286,0.010788454802318635
get,blob,cilrate/blob,1669204657.286,0.005461913450656647
put,blob,cilrate/blob,1669204657.286,NaN
putBatch,blob,cilrate/blob,1669204657.286,0.004525577606675882
get,blob,cilrate/blob,1669204664.286,0.005461913450656647
put,blob,cilrate/blob,1669204664.286,NaN
putBatch,blob,cilrate/blob,1669204664.286,0.004525577606675882
get,blob,cilrate/blob,1669204671.286,0.005461913450656647
put,blob,cilrate/blob,1669204671.286,NaN
putBatch,blob,cilrate/blob,1669204671.286,0.004525577606675882
get,blob,cilrate/blob,1669204678.286,0.0026585709611009417
put,blob,cilrate/blob,1669204678.286,NaN
putBatch,blob,cilrate/blob,1669204678.286,0.002067866005688563
get,blob,cilrate/blob,1669204685.286,0.0026585709611009417
put,blob,cilrate/blob,1669204685.286,NaN
putBatch,blob,cilrate/blob,1669204685.286,0.002067866005688563
get,blob,cilrate/blob,1669204692.286,0.002466841097547621
put,blob,cilrate/blob,1669204692.286,NaN
putBatch,blob,cilrate/blob,1669204692.286,0.0019329670561115083
get,blob,cilrate/blob,1669204699.286,0.002466841097547621
put,blob,cilrate/blob,1669204699.286,NaN
putBatch,blob,cilrate/blob,1669204699.286,0.0019329670561115083
get,blob,cilrate/blob,1669204706.286,0.0064239159530351765
put,blob,cilrate/blob,1669204706.286,NaN
putBatch,blob,cilrate/blob,1669204706.286,0.005155147389393426
get,blob,cilrate/blob,1669204713.286,0.0064239159530351765
put,blob,cilrate/blob,1669204713.286,NaN
putBatch,blob,cilrate/blob,1669204713.286,0.005155147389393426
get,blob,cilrate/blob,1669204720.286,0.010176175179785085
put,blob,cilrate/blob,1669204720.286,NaN
putBatch,blob,cilrate/blob,1669204720.286,0.00868820007142857
get,blob,cilrate/blob,1669204727.286,0.010176175179785085
put,blob,cilrate/blob,1669204727.286,NaN
putBatch,blob,cilrate/blob,1669204727.286,0.00868820007142857
get,blob,cilrate/blob,1669204734.286,0.01916299830734767
put,blob,cilrate/blob,1669204734.286,NaN
putBatch,blob,cilrate/blob,1669204734.286,0.018124476200872583
get,blob,cilrate/blob,1669204741.286,0.01916299830734767
put,blob,cilrate/blob,1669204741.286,NaN
putBatch,blob,cilrate/blob,1669204741.286,0.018124476200872583
get,blob,cilrate/blob,1669204748.286,0.01304427548745893
put,blob,cilrate/blob,1669204748.286,NaN
putBatch,blob,cilrate/blob,1669204748.286,0.011794597755758241
get,blob,cilrate/blob,1669204755.286,0.01304427548745893
put,blob,cilrate/blob,1669204755.286,NaN
putBatch,blob,cilrate/blob,1669204755.286,0.011794597755758241
get,blob,cilrate/blob,1669204762.286,0.00854372751576487
put,blob,cilrate/blob,1669204762.286,NaN
putBatch,blob,cilrate/blob,1669204762.286,0.007280029235230437
get,blob,cilrate/blob,1669204769.286,0.00854372751576487
put,blob,cilrate/blob,1669204769.286,NaN
putBatch,blob,cilrate/blob,1669204769.286,0.007280029235230437
get,blob,cilrate/blob,1669204776.286,0.00854372751576487
put,blob,cilrate/blob,1669204776.286,NaN
putBatch,blob,cilrate/blob,1669204776.286,0.007280029235230437
get,blob,cilrate/blob,1669204783.286,0.0037168761588611157
put,blob,cilrate/blob,1669204783.286,NaN
putBatch,blob,cilrate/blob,1669204783.286,0.0029963398976573102
get,blob,cilrate/blob,1669204790.286,0.0037168761588611157
put,blob,cilrate/blob,1669204790.286,NaN
putBatch,blob,cilrate/blob,1669204790.286,0.0029963398976573102
get,blob,cilrate/blob,1669204797.286,0.002532606556288173
put,blob,cilrate/blob,1669204797.286,NaN
putBatch,blob,cilrate/blob,1669204797.286,0.0019802346080355277
get,blob,cilrate/blob,1669204804.286,0.002532606556288173
put,blob,cilrate/blob,1669204804.286,NaN
putBatch,blob,cilrate/blob,1669204804.286,0.0019802346080355277
get,blob,cilrate/blob,1669204811.286,0.0036176378693009116
put,blob,cilrate/blob,1669204811.286,NaN
putBatch,blob,cilrate/blob,1669204811.286,0.002835026960533194
get,blob,cilrate/blob,1669204818.286,0.0036176378693009116
put,blob,cilrate/blob,1669204818.286,NaN
putBatch,blob,cilrate/blob,1669204818.286,0.002835026960533194
get,blob,cilrate/blob,1669204825.286,0.011724028571299939
put,blob,cilrate/blob,1669204825.286,NaN
putBatch,blob,cilrate/blob,1669204825.286,0.00990069845729922
get,blob,cilrate/blob,1669204832.286,0.011724028571299939
put,blob,cilrate/blob,1669204832.286,NaN
putBatch,blob,cilrate/blob,1669204832.286,0.00990069845729922
get,blob,cilrate/blob,1669204839.286,0.017672648100313482
put,blob,cilrate/blob,1669204839.286,NaN
putBatch,blob,cilrate/blob,1669204839.286,0.016429202008651767
get,blob,cilrate/blob,1669204846.286,0.017672648100313482
put,blob,cilrate/blob,1669204846.286,NaN
putBatch,blob,cilrate/blob,1669204846.286,0.016429202008651767
get,blob,cilrate/blob,1669204853.286,0.01631155158239088
put,blob,cilrate/blob,1669204853.286,NaN
putBatch,blob,cilrate/blob,1669204853.286,0.01519325416214605
get,blob,cilrate/blob,1669204860.286,0.01631155158239088
put,blob,cilrate/blob,1669204860.286,NaN
putBatch,blob,cilrate/blob,1669204860.286,0.01519325416214605
get,blob,cilrate/blob,1669204867.286,0.007508005845997699
put,blob,cilrate/blob,1669204867.286,NaN
putBatch,blob,cilrate/blob,1669204867.286,0.00637732027922625
get,blob,cilrate/blob,1669204874.286,0.007508005845997699
put,blob,cilrate/blob,1669204874.286,NaN
putBatch,blob,cilrate/blob,1669204874.286,0.00637732027922625
get,blob,cilrate/blob,1669204881.286,0.007508005845997699
put,blob,cilrate/blob,1669204881.286,NaN
putBatch,blob,cilrate/blob,1669204881.286,0.00637732027922625
get,blob,cilrate/blob,1669204888.286,0.0036806523838863953
put,blob,cilrate/blob,1669204888.286,NaN
putBatch,blob,cilrate/blob,1669204888.286,0.002995947841907017
get,blob,cilrate/blob,1669204895.286,0.0036806523838863953
put,blob,cilrate/blob,1669204895.286,NaN
putBatch,blob,cilrate/blob,1669204895.286,0.002995947841907017
get,blob,cilrate/blob,1669204902.286,0.0024988002823249475
put,blob,cilrate/blob,1669204902.286,NaN
putBatch,blob,cilrate/blob,1669204902.286,0.0019538275689387286
get,blob,cilrate/blob,1669204909.286,0.0024988002823249475
put,blob,cilrate/blob,1669204909.286,NaN
putBatch,blob,cilrate/blob,1669204909.286,0.0019538275689387286
get,blob,cilrate/blob,1669204916.286,0.0036562792235294126
put,blob,cilrate/blob,1669204916.286,NaN
putBatch,blob,cilrate/blob,1669204916.286,0.0027571488557504875
get,blob,cilrate/blob,1669204923.286,0.0036562792235294126
put,blob,cilrate/blob,1669204923.286,NaN
putBatch,blob,cilrate/blob,1669204923.286,0.0027571488557504875
get,blob,cilrate/blob,1669204930.286,0.008156663331898278
put,blob,cilrate/blob,1669204930.286,NaN
putBatch,blob,cilrate/blob,1669204930.286,0.006374408848306256
get,blob,cilrate/blob,1669204937.286,0.008156663331898278
put,blob,cilrate/blob,1669204937.286,NaN
putBatch,blob,cilrate/blob,1669204937.286,0.006374408848306256
get,blob,cilrate/blob,1669204944.286,0.01412247722832082
put,blob,cilrate/blob,1669204944.286,NaN
putBatch,blob,cilrate/blob,1669204944.286,0.011820564062099354
get,blob,cilrate/blob,1669204951.286,0.01412247722832082
put,blob,cilrate/blob,1669204951.286,NaN
putBatch,blob,cilrate/blob,1669204951.286,0.011820564062099354
get,blob,cilrate/blob,1669204958.286,0.014270117351844207
put,blob,cilrate/blob,1669204958.286,NaN
putBatch,blob,cilrate/blob,1669204958.286,0.012310696249911804
get,blob,cilrate/blob,1669204965.286,0.014270117351844207
put,blob,cilrate/blob,1669204965.286,NaN
putBatch,blob,cilrate/blob,1669204965.286,0.012310696249911804
get,blob,cilrate/blob,1669204972.286,0.011232995574066762
put,blob,cilrate/blob,1669204972.286,NaN
putBatch,blob,cilrate/blob,1669204972.286,0.00961545091040385
get,blob,cilrate/blob,1669204979.286,0.011232995574066762
put,blob,cilrate/blob,1669204979.286,NaN
putBatch,blob,cilrate/blob,1669204979.286,0.00961545091040385
get,blob,cilrate/blob,1669204986.286,0.011232995574066762
put,blob,cilrate/blob,1669204986.286,NaN
putBatch,blob,cilrate/blob,1669204986.286,0.00961545091040385
get,blob,cilrate/blob,1669204993.286,0.005090115828249495
put,blob,cilrate/blob,1669204993.286,NaN
putBatch,blob,cilrate/blob,1669204993.286,0.004131137822477547
get,blob,cilrate/blob,1669205000.286,0.005090115828249495
put,blob,cilrate/blob,1669205000.286,NaN
putBatch,blob,cilrate/blob,1669205000.286,0.004131137822477547
get,blob,cilrate/blob,1669205007.286,0.002678430044955308
put,blob,cilrate/blob,1669205007.286,NaN
putBatch,blob,cilrate/blob,1669205007.286,0.0020535210786106033
get,blob,cilrate/blob,1669205014.286,0.002678430044955308
put,blob,cilrate/blob,1669205014.286,NaN
putBatch,blob,cilrate/blob,1669205014.286,0.0020535210786106033
get,blob,cilrate/blob,1669205021.286,0.0026730957834313366
put,blob,cilrate/blob,1669205021.286,NaN
putBatch,blob,cilrate/blob,1669205021.286,0.0020128811466517856
get,blob,cilrate/blob,1669205028.286,0.0026730957834313366
put,blob,cilrate/blob,1669205028.286,NaN
putBatch,blob,cilrate/blob,1669205028.286,0.0020128811466517856
get,blob,cilrate/blob,1669205035.286,0.00655563948064267
put,blob,cilrate/blob,1669205035.286,NaN
putBatch,blob,cilrate/blob,1669205035.286,0.005133710179898403
get,blob,cilrate/blob,1669205042.286,0.00655563948064267
put,blob,cilrate/blob,1669205042.286,NaN
putBatch,blob,cilrate/blob,1669205042.286,0.005133710179898403
get,blob,cilrate/blob,1669205049.286,0.01068669300864545
put,blob,cilrate/blob,1669205049.286,NaN
putBatch,blob,cilrate/blob,1669205049.286,0.008892761819865504
get,blob,cilrate/blob,1669205056.286,0.01068669300864545
put,blob,cilrate/blob,1669205056.286,NaN
putBatch,blob,cilrate/blob,1669205056.286,0.008892761819865504
get,blob,cilrate/blob,1669205063.286,0.01630675264132554
put,blob,cilrate/blob,1669205063.286,NaN
putBatch,blob,cilrate/blob,1669205063.286,0.014756480784108458
get,blob,cilrate/blob,1669205070.286,0.01630675264132554
put,blob,cilrate/blob,1669205070.286,NaN
putBatch,blob,cilrate/blob,1669205070.286,0.014756480784108458
get,blob,cilrate/blob,1669205077.286,0.012118026343048332
put,blob,cilrate/blob,1669205077.286,NaN
putBatch,blob,cilrate/blob,1669205077.286,0.010664482059083635
get,blob,cilrate/blob,1669205084.286,0.012118026343048332
put,blob,cilrate/blob,1669205084.286,NaN
putBatch,blob,cilrate/blob,1669205084.286,0.010664482059083635
get,blob,cilrate/blob,1669205091.286,0.012118026343048332
put,blob,cilrate/blob,1669205091.286,NaN
putBatch,blob,cilrate/blob,1669205091.286,0.010664482059083635
get,blob,cilrate/blob,1669205098.286,0.008978879808530082
put,blob,cilrate/blob,1669205098.286,NaN
putBatch,blob,cilrate/blob,1669205098.286,0.007637106098323485
get,blob,cilrate/blob,1669205105.286,0.008978879808530082
put,blob,cilrate/blob,1669205105.286,NaN
putBatch,blob,cilrate/blob,1669205105.286,0.007637106098323485
get,blob,cilrate/blob,1669205112.286,0.004652468497377646
put,blob,cilrate/blob,1669205112.286,NaN
putBatch,blob,cilrate/blob,1669205112.286,0.0036798976650256
get,blob,cilrate/blob,1669205119.286,0.004652468497377646
put,blob,cilrate/blob,1669205119.286,NaN
putBatch,blob,cilrate/blob,1669205119.286,0.0036798976650256
get,blob,cilrate/blob,1669205126.286,0.00338744790625
put,blob,cilrate/blob,1669205126.286,NaN
putBatch,blob,cilrate/blob,1669205126.286,0.0025231831820785146
get,blob,cilrate/blob,1669205133.286,0.00338744790625
put,blob,cilrate/blob,1669205133.286,NaN
putBatch,blob,cilrate/blob,1669205133.286,0.0025231831820785146
get,blob,cilrate/blob,1669205140.286,0.006632360412185969
put,blob,cilrate/blob,1669205140.286,NaN
putBatch,blob,cilrate/blob,1669205140.286,0.005054483871431299
get,blob,cilrate/blob,1669205147.286,0.006632360412185969
put,blob,cilrate/blob,1669205147.286,NaN
putBatch,blob,cilrate/blob,1669205147.286,0.005054483871431299
get,blob,cilrate/blob,1669205154.286,0.010870270382029684
put,blob,cilrate/blob,1669205154.286,NaN
putBatch,blob,cilrate/blob,1669205154.286,0.009203935727867155
get,blob,cilrate/blob,1669205161.286,0.010870270382029684
put,blob,cilrate/blob,1669205161.286,NaN
putBatch,blob,cilrate/blob,1669205161.286,0.009203935727867155
get,blob,cilrate/blob,1669205168.286,0.0181573007397614
put,blob,cilrate/blob,1669205168.286,NaN
putBatch,blob,cilrate/blob,1669205168.286,0.016106988023834118
get,blob,cilrate/blob,1669205175.286,0.0181573007397614
put,blob,cilrate/blob,1669205175.286,NaN
putBatch,blob,cilrate/blob,1669205175.286,0.016106988023834118
get,blob,cilrate/blob,1669205182.286,0.02084996313790352
put,blob,cilrate/blob,1669205182.286,NaN
putBatch,blob,cilrate/blob,1669205182.286,0.01946042560354912
get,blob,cilrate/blob,1669205189.286,0.02084996313790352
put,blob,cilrate/blob,1669205189.286,NaN
putBatch,blob,cilrate/blob,1669205189.286,0.01946042560354912
get,blob,cilrate/blob,1669205196.286,0.02084996313790352
put,blob,cilrate/blob,1669205196.286,NaN
putBatch,blob,cilrate/blob,1669205196.286,0.01946042560354912
get,blob,cilrate/blob,1669205203.286,0.015786560808629918
put,blob,cilrate/blob,1669205203.286,NaN
putBatch,blob,cilrate/blob,1669205203.286,0.014092981688805776
get,blob,cilrate/blob,1669205210.286,0.015786560808629918
put,blob,cilrate/blob,1669205210.286,NaN
putBatch,blob,cilrate/blob,1669205210.286,0.014092981688805776
get,blob,cilrate/blob,1669205217.286,0.006350346637708016
put,blob,cilrate/blob,1669205217.286,NaN
putBatch,blob,cilrate/blob,1669205217.286,0.0051835009850010865
get,blob,cilrate/blob,1669205224.286,0.006350346637708016
put,blob,cilrate/blob,1669205224.286,NaN
putBatch,blob,cilrate/blob,1669205224.286,0.0051835009850010865
get,blob,cilrate/blob,1669205231.286,0.0031678222664740293
put,blob,cilrate/blob,1669205231.286,NaN
putBatch,blob,cilrate/blob,1669205231.286,0.0023724041899810967
get,blob,cilrate/blob,1669205238.286,0.0031678222664740293
put,blob,cilrate/blob,1669205238.286,NaN
putBatch,blob,cilrate/blob,1669205238.286,0.0023724041899810967
get,blob,cilrate/blob,1669205245.286,0.0037813624042024405
put,blob,cilrate/blob,1669205245.286,NaN
putBatch,blob,cilrate/blob,1669205245.286,0.0027938834116971985
get,blob,cilrate/blob,1669205252.286,0.0037813624042024405
put,blob,cilrate/blob,1669205252.286,NaN
putBatch,blob,cilrate/blob,1669205252.286,0.0027938834116971985
get,blob,cilrate/blob,1669205259.286,0.007958179349494273
put,blob,cilrate/blob,1669205259.286,NaN
putBatch,blob,cilrate/blob,1669205259.286,0.0062487902075492275
get,blob,cilrate/blob,1669205266.286,0.007958179349494273
put,blob,cilrate/blob,1669205266.286,NaN
putBatch,blob,cilrate/blob,1669205266.286,0.0062487902075492275
get,blob,cilrate/blob,1669205273.286,0.011963397051542925
put,blob,cilrate/blob,1669205273.286,NaN
putBatch,blob,cilrate/blob,1669205273.286,0.010195852283593654
get,blob,cilrate/blob,1669205280.286,0.011963397051542925
put,blob,cilrate/blob,1669205280.286,NaN
putBatch,blob,cilrate/blob,1669205280.286,0.010195852283593654
get,blob,cilrate/blob,1669205287.286,0.01324429950791206
put,blob,cilrate/blob,1669205287.286,NaN
putBatch,blob,cilrate/blob,1669205287.286,0.011706529982099144
get,blob,cilrate/blob,1669205294.286,0.01324429950791206
put,blob,cilrate/blob,1669205294.286,NaN
putBatch,blob,cilrate/blob,1669205294.286,0.011706529982099144
